Občina,OŠ ali manj,srednje poklicno izobraževanje,"strokovno, splošno izobraževanje","izobraževanje prve, druge, tretje stopnje",Skupaj,month,year,"OŠ
ali manj","nižje, srednje poklicno izob.","srednje tehniško, strokovno,
splošno izob.","visokošolsko
izob. prve, druge,
tretje stopnje"
ROGAŠKA SLATINA,140.0,171.0,108.0,75.0,494.0,AVG,2018,,,,
ROGAŠOVCI,121.0,42.0,15.0,9.0,187.0,AVG,2018,,,,
ROGATEC,53.0,48.0,35.0,18.0,154.0,AVG,2018,,,,
RUŠE,75.0,92.0,91.0,50.0,308.0,AVG,2018,,,,
SELNICA OB DRAVI,34.0,49.0,56.0,27.0,166.0,AVG,2018,,,,
SEMIČ,88.0,45.0,36.0,27.0,196.0,AVG,2018,,,,
SEVNICA,149.0,199.0,132.0,93.0,573.0,AVG,2018,,,,
SEŽANA,117.0,98.0,114.0,86.0,415.0,AVG,2018,,,,
SLOVENJ GRADEC,131.0,159.0,158.0,119.0,567.0,AVG,2018,,,,
SLOVENSKA BISTRICA,221.0,207.0,241.0,176.0,845.0,AVG,2018,,,,
SLOVENSKE KONJICE,213.0,215.0,173.0,109.0,710.0,AVG,2018,,,,
SODRAŽICA,8.0,23.0,7.0,15.0,53.0,AVG,2018,,,,
SOLČAVA,2.0,6.0,6.0,2.0,16.0,AVG,2018,,,,
SREDIŠČE OB DRAVI,14.0,22.0,29.0,12.0,77.0,AVG,2018,,,,
STARŠE,37.0,44.0,47.0,31.0,159.0,AVG,2018,,,,
STRAŽA,27.0,22.0,18.0,14.0,81.0,AVG,2018,,,,
SVETA ANA,25.0,19.0,10.0,7.0,61.0,AVG,2018,,,,
SVETA TROJICA V SLOVENSKIH GORICAH,12.0,18.0,11.0,9.0,50.0,AVG,2018,,,,
SVETI ANDRAŽ V SLOV. GORICAH,11.0,8.0,7.0,3.0,29.0,AVG,2018,,,,
SVETI JURIJ OB ŠČAVNICI,50.0,52.0,29.0,20.0,151.0,AVG,2018,,,,
SVETI JURIJ V SLOVENSKIH GORICAH,7.0,4.0,12.0,9.0,32.0,AVG,2018,,,,
SVETI TOMAŽ,14.0,33.0,25.0,5.0,77.0,AVG,2018,,,,
ŠALOVCI,31.0,19.0,7.0,7.0,64.0,AVG,2018,,,,
ŠEMPETER-VRTOJBA,57.0,35.0,49.0,40.0,181.0,AVG,2018,,,,
ŠENČUR,43.0,35.0,57.0,51.0,186.0,AVG,2018,,,,
ŠENTILJ,86.0,81.0,70.0,48.0,285.0,AVG,2018,,,,
ŠENTJERNEJ,110.0,45.0,34.0,29.0,218.0,AVG,2018,,,,
ŠENTJUR,167.0,223.0,206.0,127.0,723.0,AVG,2018,,,,
ŠENTRUPERT,16.0,19.0,15.0,11.0,61.0,AVG,2018,,,,
ŠKOCJAN,93.0,23.0,17.0,11.0,144.0,AVG,2018,,,,
ŠKOFJA LOKA,141.0,102.0,161.0,124.0,528.0,AVG,2018,,,,
ŠKOFLJICA,67.0,81.0,91.0,77.0,316.0,AVG,2018,,,,
ŠMARJE PRI JELŠAH,133.0,127.0,104.0,65.0,429.0,AVG,2018,,,,
ŠMARJEŠKE TOPLICE,23.0,17.0,25.0,15.0,80.0,AVG,2018,,,,
ŠMARTNO OB PAKI,21.0,24.0,25.0,21.0,91.0,AVG,2018,,,,
ŠMARTNO PRI LITIJI,38.0,41.0,38.0,28.0,145.0,AVG,2018,,,,
ŠOŠTANJ,97.0,78.0,71.0,56.0,302.0,AVG,2018,,,,
ŠTORE,36.0,46.0,37.0,17.0,136.0,AVG,2018,,,,
TABOR,17.0,16.0,14.0,10.0,57.0,AVG,2018,,,,
TIŠINA,100.0,58.0,31.0,20.0,209.0,AVG,2018,,,,
TOLMIN,77.0,71.0,71.0,41.0,260.0,AVG,2018,,,,
TRBOVLJE,276.0,266.0,238.0,150.0,930.0,AVG,2018,,,,
TREBNJE,197.0,82.0,60.0,47.0,386.0,AVG,2018,,,,
TRNOVSKA VAS,10.0,9.0,5.0,4.0,28.0,AVG,2018,,,,
TRZIN,17.0,21.0,28.0,33.0,99.0,AVG,2018,,,,
TRŽIČ,164.0,129.0,104.0,59.0,456.0,AVG,2018,,,,
TURNIŠČE,59.0,61.0,26.0,20.0,166.0,AVG,2018,,,,
VELENJE,412.0,365.0,402.0,235.0,1414.0,AVG,2018,,,,
VELIKA POLANA,23.0,26.0,8.0,9.0,66.0,AVG,2018,,,,
VELIKE LAŠČE,19.0,29.0,35.0,20.0,103.0,AVG,2018,,,,
VERŽEJ,9.0,9.0,12.0,8.0,38.0,AVG,2018,,,,
VIDEM,43.0,50.0,42.0,14.0,149.0,AVG,2018,,,,
VIPAVA,35.0,41.0,51.0,40.0,167.0,AVG,2018,,,,
VITANJE,19.0,22.0,16.0,14.0,71.0,AVG,2018,,,,
VODICE,21.0,39.0,40.0,33.0,133.0,AVG,2018,,,,
VOJNIK,56.0,79.0,94.0,67.0,296.0,AVG,2018,,,,
VRANSKO,21.0,29.0,17.0,20.0,87.0,AVG,2018,,,,
VRHNIKA,174.0,138.0,162.0,109.0,583.0,AVG,2018,,,,
VUZENICA,21.0,30.0,19.0,23.0,93.0,AVG,2018,,,,
ZAGORJE OB SAVI,184.0,161.0,152.0,107.0,604.0,AVG,2018,,,,
ZAVRČ,17.0,15.0,7.0,4.0,43.0,AVG,2018,,,,
ZREČE,91.0,90.0,63.0,52.0,296.0,AVG,2018,,,,
ŽALEC,283.0,267.0,274.0,160.0,984.0,AVG,2018,,,,
ŽELEZNIKI,32.0,24.0,22.0,25.0,103.0,AVG,2018,,,,
ŽETALE,13.0,4.0,9.0,5.0,31.0,AVG,2018,,,,
ŽIRI,10.0,19.0,25.0,24.0,78.0,AVG,2018,,,,
ŽIROVNICA,15.0,19.0,18.0,18.0,70.0,AVG,2018,,,,
ŽUŽEMBERK,31.0,40.0,16.0,9.0,96.0,AVG,2018,,,,
Občina izven RS,247.0,43.0,43.0,54.0,387.0,AVG,2018,,,,
,,,,,,AVG,2018,,,,
,,,,,75920.0,AVG,2018,,,,
AJDOVŠČINA,185.0,163.0,115.0,106.0,569.0,SEP,2018,,,,
ANKARAN,28.0,28.0,40.0,19.0,115.0,SEP,2018,,,,
APAČE,60.0,48.0,26.0,15.0,149.0,SEP,2018,,,,
BELTINCI,161.0,91.0,78.0,51.0,381.0,SEP,2018,,,,
BENEDIKT,15.0,14.0,16.0,7.0,52.0,SEP,2018,,,,
BISTRICA OB SOTLI,16.0,12.0,10.0,11.0,49.0,SEP,2018,,,,
BLED,25.0,34.0,68.0,45.0,172.0,SEP,2018,,,,
BLOKE,5.0,14.0,14.0,8.0,41.0,SEP,2018,,,,
BOHINJ,17.0,26.0,24.0,17.0,84.0,SEP,2018,,,,
BOROVNICA,39.0,46.0,36.0,32.0,153.0,SEP,2018,,,,
BOVEC,13.0,18.0,12.0,10.0,53.0,SEP,2018,,,,
BRASLOVČE,49.0,42.0,44.0,39.0,174.0,SEP,2018,,,,
BRDA,33.0,21.0,24.0,25.0,103.0,SEP,2018,,,,
BREZOVICA,82.0,87.0,113.0,87.0,369.0,SEP,2018,,,,
BREŽICE,290.0,326.0,265.0,150.0,1031.0,SEP,2018,,,,
CANKOVA,58.0,25.0,17.0,9.0,109.0,SEP,2018,,,,
CELJE,615.0,597.0,642.0,459.0,2313.0,SEP,2018,,,,
CERKLJE NA GORENJSKEM,29.0,30.0,42.0,41.0,142.0,SEP,2018,,,,
CERKNICA,69.0,93.0,100.0,71.0,333.0,SEP,2018,,,,
CERKNO,24.0,12.0,20.0,19.0,75.0,SEP,2018,,,,
CERKVENJAK,11.0,13.0,9.0,5.0,38.0,SEP,2018,,,,
CIRKULANE,24.0,29.0,17.0,9.0,79.0,SEP,2018,,,,
ČRENŠOVCI,138.0,69.0,30.0,22.0,259.0,SEP,2018,,,,
ČRNA NA KOROŠKEM,29.0,25.0,22.0,10.0,86.0,SEP,2018,,,,
ČRNOMELJ,388.0,215.0,124.0,57.0,784.0,SEP,2018,,,,
DESTRNIK,14.0,16.0,31.0,6.0,67.0,SEP,2018,,,,
DIVAČA,35.0,39.0,35.0,11.0,120.0,SEP,2018,,,,
DOBJE,9.0,8.0,6.0,5.0,28.0,SEP,2018,,,,
DOBREPOLJE,33.0,46.0,29.0,11.0,119.0,SEP,2018,,,,
DOBRNA,11.0,21.0,12.0,7.0,51.0,SEP,2018,,,,
DOBROVA-POLHOV GRADEC,30.0,34.0,56.0,43.0,163.0,SEP,2018,,,,
DOBROVNIK,41.0,26.0,11.0,4.0,82.0,SEP,2018,,,,
DOL PRI LJUBLJANI,42.0,49.0,43.0,37.0,171.0,SEP,2018,,,,
DOLENJSKE TOPLICE,22.0,17.0,21.0,15.0,75.0,SEP,2018,,,,
DOMŽALE,282.0,265.0,295.0,209.0,1051.0,SEP,2018,,,,
DORNAVA,16.0,14.0,26.0,13.0,69.0,SEP,2018,,,,
DRAVOGRAD,73.0,85.0,62.0,38.0,258.0,SEP,2018,,,,
DUPLEK,65.0,83.0,73.0,33.0,254.0,SEP,2018,,,,
GORENJA VAS-POLJANE,27.0,32.0,18.0,11.0,88.0,SEP,2018,,,,
GORIŠNICA,20.0,30.0,44.0,18.0,112.0,SEP,2018,,,,
GORJE,13.0,15.0,26.0,10.0,64.0,SEP,2018,,,,
GORNJA RADGONA,112.0,116.0,86.0,58.0,372.0,SEP,2018,,,,
GORNJI GRAD,15.0,25.0,19.0,11.0,70.0,SEP,2018,,,,
GORNJI PETROVCI,35.0,19.0,8.0,10.0,72.0,SEP,2018,,,,
GRAD,33.0,14.0,11.0,8.0,66.0,SEP,2018,,,,
GROSUPLJE,299.0,177.0,153.0,100.0,729.0,SEP,2018,,,,
HAJDINA,18.0,20.0,43.0,14.0,95.0,SEP,2018,,,,
HOČE-SLIVNICA,117.0,147.0,140.0,78.0,482.0,SEP,2018,,,,
HODOŠ,8.0,4.0,2.0,1.0,15.0,SEP,2018,,,,
HORJUL,6.0,13.0,21.0,10.0,50.0,SEP,2018,,,,
HRASTNIK,158.0,131.0,85.0,56.0,430.0,SEP,2018,,,,
HRPELJE-KOZINA,42.0,42.0,29.0,17.0,130.0,SEP,2018,,,,
IDRIJA,70.0,52.0,59.0,47.0,228.0,SEP,2018,,,,
IG,43.0,47.0,52.0,33.0,175.0,SEP,2018,,,,
ILIRSKA BISTRICA,118.0,128.0,91.0,71.0,408.0,SEP,2018,,,,
IVANČNA GORICA,116.0,126.0,113.0,70.0,425.0,SEP,2018,,,,
IZOLA,174.0,148.0,124.0,81.0,527.0,SEP,2018,,,,
JESENICE,171.0,154.0,121.0,55.0,501.0,SEP,2018,,,,
JEZERSKO,3.0,2.0,4.0,0.0,9.0,SEP,2018,,,,
JURŠINCI,10.0,21.0,15.0,4.0,50.0,SEP,2018,,,,
KAMNIK,237.0,213.0,223.0,125.0,798.0,SEP,2018,,,,
KANAL,40.0,52.0,35.0,30.0,157.0,SEP,2018,,,,
KIDRIČEVO,39.0,52.0,57.0,38.0,186.0,SEP,2018,,,,
KOBARID,21.0,25.0,17.0,23.0,86.0,SEP,2018,,,,
KOBILJE,7.0,7.0,4.0,1.0,19.0,SEP,2018,,,,
KOČEVJE,508.0,343.0,192.0,66.0,1109.0,SEP,2018,,,,
KOMEN,17.0,30.0,25.0,18.0,90.0,SEP,2018,,,,
KOMENDA,28.0,40.0,32.0,26.0,126.0,SEP,2018,,,,
KOPER,569.0,433.0,456.0,263.0,1721.0,SEP,2018,,,,
KOSTANJEVICA NA KRKI,31.0,25.0,13.0,12.0,81.0,SEP,2018,,,,
KOSTEL,13.0,12.0,6.0,3.0,34.0,SEP,2018,,,,
KOZJE,42.0,38.0,35.0,12.0,127.0,SEP,2018,,,,
KRANJ,531.0,304.0,405.0,322.0,1562.0,SEP,2018,,,,
KRANJSKA GORA,22.0,27.0,33.0,22.0,104.0,SEP,2018,,,,
KRIŽEVCI,24.0,26.0,31.0,19.0,100.0,SEP,2018,,,,
KRŠKO,584.0,322.0,234.0,148.0,1288.0,SEP,2018,,,,
KUNGOTA,49.0,50.0,50.0,29.0,178.0,SEP,2018,,,,
KUZMA,35.0,16.0,4.0,7.0,62.0,SEP,2018,,,,
LAŠKO,150.0,165.0,136.0,66.0,517.0,SEP,2018,,,,
LENART,41.0,58.0,47.0,36.0,182.0,SEP,2018,,,,
LENDAVA,269.0,200.0,173.0,90.0,732.0,SEP,2018,,,,
LITIJA,154.0,114.0,80.0,60.0,408.0,SEP,2018,,,,
LJUBLJANA,3376.0,2506.0,3259.0,2570.0,11711.0,SEP,2018,,,,
LJUBNO,16.0,29.0,34.0,11.0,90.0,SEP,2018,,,,
LJUTOMER,167.0,150.0,119.0,73.0,509.0,SEP,2018,,,,
LOG - DRAGOMER,18.0,31.0,33.0,24.0,106.0,SEP,2018,,,,
LOGATEC,116.0,90.0,99.0,68.0,373.0,SEP,2018,,,,
LOŠKA DOLINA,20.0,22.0,38.0,21.0,101.0,SEP,2018,,,,
LOŠKI POTOK,15.0,12.0,13.0,10.0,50.0,SEP,2018,,,,
LOVRENC NA POHORJU,33.0,31.0,29.0,13.0,106.0,SEP,2018,,,,
LUČE,15.0,8.0,18.0,11.0,52.0,SEP,2018,,,,
LUKOVICA,42.0,31.0,44.0,13.0,130.0,SEP,2018,,,,
MAJŠPERK,26.0,23.0,36.0,23.0,108.0,SEP,2018,,,,
MAKOLE,16.0,24.0,6.0,13.0,59.0,SEP,2018,,,,
MARIBOR,1617.0,1459.0,1570.0,1068.0,5714.0,SEP,2018,,,,
MARKOVCI,23.0,36.0,23.0,14.0,96.0,SEP,2018,,,,
MEDVODE,122.0,125.0,160.0,108.0,515.0,SEP,2018,,,,
MENGEŠ,65.0,46.0,84.0,31.0,226.0,SEP,2018,,,,
METLIKA,216.0,98.0,75.0,33.0,422.0,SEP,2018,,,,
MEŽICA,22.0,23.0,25.0,13.0,83.0,SEP,2018,,,,
MIKLAVŽ NA DRAVSKEM POLJU,53.0,69.0,71.0,41.0,234.0,SEP,2018,,,,
MIREN-KOSTANJEVICA,29.0,25.0,24.0,20.0,98.0,SEP,2018,,,,
MIRNA,22.0,21.0,8.0,10.0,61.0,SEP,2018,,,,
MIRNA PEČ,22.0,15.0,13.0,6.0,56.0,SEP,2018,,,,
MISLINJA,14.0,33.0,20.0,16.0,83.0,SEP,2018,,,,
MOKRONOG-TREBELNO,26.0,21.0,15.0,13.0,75.0,SEP,2018,,,,
MORAVČE,26.0,31.0,34.0,21.0,112.0,SEP,2018,,,,
MORAVSKE TOPLICE,107.0,61.0,60.0,45.0,273.0,SEP,2018,,,,
MOZIRJE,26.0,46.0,42.0,20.0,134.0,SEP,2018,,,,
MURSKA SOBOTA,390.0,287.0,228.0,152.0,1057.0,SEP,2018,,,,
MUTA,43.0,35.0,24.0,13.0,115.0,SEP,2018,,,,
NAKLO,24.0,28.0,32.0,23.0,107.0,SEP,2018,,,,
NAZARJE,26.0,29.0,27.0,12.0,94.0,SEP,2018,,,,
NOVA GORICA,315.0,187.0,223.0,204.0,929.0,SEP,2018,,,,
NOVO MESTO,540.0,184.0,218.0,182.0,1124.0,SEP,2018,,,,
ODRANCI,25.0,14.0,17.0,8.0,64.0,SEP,2018,,,,
OPLOTNICA,39.0,38.0,30.0,18.0,125.0,SEP,2018,,,,
ORMOŽ,123.0,168.0,120.0,62.0,473.0,SEP,2018,,,,
OSILNICA,3.0,11.0,4.0,0.0,18.0,SEP,2018,,,,
PESNICA,65.0,62.0,71.0,36.0,234.0,SEP,2018,,,,
PIRAN,163.0,170.0,163.0,135.0,631.0,SEP,2018,,,,
PIVKA,70.0,53.0,46.0,34.0,203.0,SEP,2018,,,,
PODČETRTEK,48.0,35.0,29.0,13.0,125.0,SEP,2018,,,,
PODLEHNIK,18.0,17.0,15.0,13.0,63.0,SEP,2018,,,,
PODVELKA,19.0,28.0,25.0,12.0,84.0,SEP,2018,,,,
POLJČANE,35.0,40.0,48.0,23.0,146.0,SEP,2018,,,,
POLZELA,70.0,44.0,78.0,38.0,230.0,SEP,2018,,,,
POSTOJNA,190.0,144.0,129.0,84.0,547.0,SEP,2018,,,,
PREBOLD,48.0,57.0,53.0,36.0,194.0,SEP,2018,,,,
PREDDVOR,13.0,16.0,26.0,17.0,72.0,SEP,2018,,,,
PREVALJE,51.0,70.0,58.0,31.0,210.0,SEP,2018,,,,
PTUJ,189.0,200.0,285.0,165.0,839.0,SEP,2018,,,,
PUCONCI,156.0,73.0,37.0,34.0,300.0,SEP,2018,,,,
RAČE-FRAM,63.0,84.0,69.0,50.0,266.0,SEP,2018,,,,
RADEČE,49.0,37.0,52.0,22.0,160.0,SEP,2018,,,,
RADENCI,55.0,65.0,51.0,29.0,200.0,SEP,2018,,,,
RADLJE OB DRAVI,46.0,80.0,48.0,30.0,204.0,SEP,2018,,,,
RADOVLJICA,88.0,106.0,123.0,86.0,403.0,SEP,2018,,,,
RAVNE NA KOROŠKEM,72.0,107.0,103.0,49.0,331.0,SEP,2018,,,,
RAZKRIŽJE,18.0,16.0,7.0,5.0,46.0,SEP,2018,,,,
REČICA OB SAVINJI,19.0,23.0,32.0,8.0,82.0,SEP,2018,,,,
RENČE-VOGRSKO,34.0,21.0,24.0,24.0,103.0,SEP,2018,,,,
RIBNICA,92.0,63.0,79.0,37.0,271.0,SEP,2018,,,,
RIBNICA NA POHORJU,9.0,25.0,14.0,4.0,52.0,SEP,2018,,,,
ROGAŠKA SLATINA,143.0,162.0,101.0,64.0,470.0,SEP,2018,,,,
ROGAŠOVCI,117.0,42.0,13.0,11.0,183.0,SEP,2018,,,,
ROGATEC,54.0,46.0,33.0,15.0,148.0,SEP,2018,,,,
RUŠE,79.0,91.0,88.0,49.0,307.0,SEP,2018,,,,
SELNICA OB DRAVI,29.0,48.0,47.0,24.0,148.0,SEP,2018,,,,
SEMIČ,90.0,41.0,35.0,21.0,187.0,SEP,2018,,,,
SEVNICA,156.0,202.0,130.0,74.0,562.0,SEP,2018,,,,
SEŽANA,118.0,97.0,102.0,83.0,400.0,SEP,2018,,,,
SLOVENJ GRADEC,134.0,154.0,152.0,106.0,546.0,SEP,2018,,,,
SLOVENSKA BISTRICA,225.0,185.0,226.0,159.0,795.0,SEP,2018,,,,
SLOVENSKE KONJICE,216.0,214.0,164.0,94.0,688.0,SEP,2018,,,,
SODRAŽICA,9.0,19.0,6.0,14.0,48.0,SEP,2018,,,,
SOLČAVA,2.0,6.0,6.0,2.0,16.0,SEP,2018,,,,
SREDIŠČE OB DRAVI,14.0,21.0,28.0,14.0,77.0,SEP,2018,,,,
STARŠE,40.0,47.0,48.0,31.0,166.0,SEP,2018,,,,
STRAŽA,28.0,21.0,19.0,9.0,77.0,SEP,2018,,,,
SVETA ANA,23.0,17.0,11.0,8.0,59.0,SEP,2018,,,,
SVETA TROJICA V SLOVENSKIH GORICAH,11.0,14.0,12.0,7.0,44.0,SEP,2018,,,,
SVETI ANDRAŽ V SLOV. GORICAH,11.0,7.0,9.0,3.0,30.0,SEP,2018,,,,
SVETI JURIJ OB ŠČAVNICI,50.0,51.0,23.0,15.0,139.0,SEP,2018,,,,
SVETI JURIJ V SLOVENSKIH GORICAH,8.0,4.0,10.0,9.0,31.0,SEP,2018,,,,
SVETI TOMAŽ,13.0,32.0,23.0,4.0,72.0,SEP,2018,,,,
ŠALOVCI,32.0,17.0,10.0,7.0,66.0,SEP,2018,,,,
ŠEMPETER-VRTOJBA,66.0,35.0,45.0,38.0,184.0,SEP,2018,,,,
ŠENČUR,44.0,41.0,59.0,42.0,186.0,SEP,2018,,,,
ŠENTILJ,87.0,81.0,63.0,43.0,274.0,SEP,2018,,,,
ŠENTJERNEJ,106.0,41.0,37.0,25.0,209.0,SEP,2018,,,,
ŠENTJUR,172.0,217.0,194.0,123.0,706.0,SEP,2018,,,,
ŠENTRUPERT,14.0,21.0,14.0,7.0,56.0,SEP,2018,,,,
ŠKOCJAN,88.0,22.0,16.0,9.0,135.0,SEP,2018,,,,
ŠKOFJA LOKA,141.0,102.0,156.0,101.0,500.0,SEP,2018,,,,
ŠKOFLJICA,65.0,82.0,88.0,72.0,307.0,SEP,2018,,,,
ŠMARJE PRI JELŠAH,131.0,130.0,99.0,50.0,410.0,SEP,2018,,,,
ŠMARJEŠKE TOPLICE,21.0,15.0,23.0,15.0,74.0,SEP,2018,,,,
ŠMARTNO OB PAKI,18.0,26.0,21.0,17.0,82.0,SEP,2018,,,,
ŠMARTNO PRI LITIJI,37.0,41.0,34.0,26.0,138.0,SEP,2018,,,,
ŠOŠTANJ,95.0,81.0,62.0,49.0,287.0,SEP,2018,,,,
ŠTORE,42.0,48.0,30.0,12.0,132.0,SEP,2018,,,,
TABOR,18.0,14.0,14.0,13.0,59.0,SEP,2018,,,,
TIŠINA,99.0,61.0,32.0,17.0,209.0,SEP,2018,,,,
TOLMIN,76.0,68.0,64.0,47.0,255.0,SEP,2018,,,,
TRBOVLJE,277.0,242.0,235.0,128.0,882.0,SEP,2018,,,,
TREBNJE,187.0,80.0,63.0,46.0,376.0,SEP,2018,,,,
TRNOVSKA VAS,10.0,9.0,4.0,2.0,25.0,SEP,2018,,,,
TRZIN,16.0,23.0,28.0,32.0,99.0,SEP,2018,,,,
TRŽIČ,161.0,117.0,102.0,55.0,435.0,SEP,2018,,,,
TURNIŠČE,60.0,59.0,24.0,17.0,160.0,SEP,2018,,,,
VELENJE,411.0,359.0,389.0,211.0,1370.0,SEP,2018,,,,
VELIKA POLANA,24.0,23.0,8.0,8.0,63.0,SEP,2018,,,,
VELIKE LAŠČE,20.0,33.0,36.0,22.0,111.0,SEP,2018,,,,
VERŽEJ,8.0,7.0,12.0,5.0,32.0,SEP,2018,,,,
VIDEM,45.0,50.0,47.0,18.0,160.0,SEP,2018,,,,
VIPAVA,31.0,41.0,46.0,33.0,151.0,SEP,2018,,,,
VITANJE,21.0,23.0,15.0,14.0,73.0,SEP,2018,,,,
VODICE,22.0,33.0,37.0,34.0,126.0,SEP,2018,,,,
VOJNIK,54.0,74.0,88.0,62.0,278.0,SEP,2018,,,,
VRANSKO,21.0,27.0,16.0,15.0,79.0,SEP,2018,,,,
VRHNIKA,172.0,135.0,156.0,92.0,555.0,SEP,2018,,,,
VUZENICA,18.0,29.0,13.0,23.0,83.0,SEP,2018,,,,
ZAGORJE OB SAVI,185.0,162.0,143.0,81.0,571.0,SEP,2018,,,,
ZAVRČ,20.0,17.0,8.0,1.0,46.0,SEP,2018,,,,
ZREČE,87.0,84.0,63.0,43.0,277.0,SEP,2018,,,,
ŽALEC,283.0,257.0,264.0,151.0,955.0,SEP,2018,,,,
ŽELEZNIKI,31.0,23.0,19.0,23.0,96.0,SEP,2018,,,,
ŽETALE,14.0,5.0,10.0,4.0,33.0,SEP,2018,,,,
ŽIRI,13.0,20.0,24.0,22.0,79.0,SEP,2018,,,,
ŽIROVNICA,14.0,19.0,14.0,18.0,65.0,SEP,2018,,,,
ŽUŽEMBERK,33.0,42.0,14.0,7.0,96.0,SEP,2018,,,,
Občina izven RS,248.0,38.0,38.0,54.0,378.0,SEP,2018,,,,
,,,,,,SEP,2018,,,,
,,,,,73781.0,SEP,2018,,,,
AJDOVŠČINA,186.0,172.0,138.0,114.0,610.0,OKT,2018,,,,
ANKARAN,26.0,27.0,39.0,18.0,110.0,OKT,2018,,,,
APAČE,63.0,47.0,29.0,15.0,154.0,OKT,2018,,,,
BELTINCI,167.0,95.0,91.0,49.0,402.0,OKT,2018,,,,
BENEDIKT,19.0,12.0,17.0,8.0,56.0,OKT,2018,,,,
BISTRICA OB SOTLI,17.0,12.0,13.0,8.0,50.0,OKT,2018,,,,
BLED,27.0,37.0,73.0,54.0,191.0,OKT,2018,,,,
BLOKE,5.0,12.0,18.0,9.0,44.0,OKT,2018,,,,
BOHINJ,21.0,28.0,34.0,19.0,102.0,OKT,2018,,,,
BOROVNICA,42.0,46.0,42.0,30.0,160.0,OKT,2018,,,,
BOVEC,15.0,21.0,19.0,11.0,66.0,OKT,2018,,,,
BRASLOVČE,49.0,39.0,43.0,37.0,168.0,OKT,2018,,,,
BRDA,38.0,23.0,27.0,33.0,121.0,OKT,2018,,,,
BREZOVICA,83.0,90.0,122.0,88.0,383.0,OKT,2018,,,,
BREŽICE,303.0,333.0,275.0,164.0,1075.0,OKT,2018,,,,
CANKOVA,55.0,25.0,18.0,10.0,108.0,OKT,2018,,,,
CELJE,589.0,580.0,651.0,484.0,2304.0,OKT,2018,,,,
CERKLJE NA GORENJSKEM,31.0,27.0,49.0,42.0,149.0,OKT,2018,,,,
CERKNICA,65.0,88.0,107.0,72.0,332.0,OKT,2018,,,,
CERKNO,25.0,12.0,29.0,18.0,84.0,OKT,2018,,,,
CERKVENJAK,14.0,15.0,12.0,4.0,45.0,OKT,2018,,,,
CIRKULANE,24.0,32.0,17.0,7.0,80.0,OKT,2018,,,,
ČRENŠOVCI,133.0,73.0,36.0,27.0,269.0,OKT,2018,,,,
ČRNA NA KOROŠKEM,30.0,24.0,23.0,12.0,89.0,OKT,2018,,,,
ČRNOMELJ,358.0,213.0,129.0,63.0,763.0,OKT,2018,,,,
DESTRNIK,13.0,22.0,31.0,5.0,71.0,OKT,2018,,,,
DIVAČA,37.0,42.0,35.0,14.0,128.0,OKT,2018,,,,
DOBJE,8.0,10.0,6.0,4.0,28.0,OKT,2018,,,,
DOBREPOLJE,31.0,45.0,36.0,11.0,123.0,OKT,2018,,,,
DOBRNA,13.0,26.0,14.0,8.0,61.0,OKT,2018,,,,
DOBROVA-POLHOV GRADEC,28.0,34.0,66.0,44.0,172.0,OKT,2018,,,,
DOBROVNIK,40.0,27.0,13.0,5.0,85.0,OKT,2018,,,,
DOL PRI LJUBLJANI,39.0,53.0,40.0,36.0,168.0,OKT,2018,,,,
DOLENJSKE TOPLICE,24.0,17.0,19.0,19.0,79.0,OKT,2018,,,,
DOMŽALE,282.0,262.0,296.0,211.0,1051.0,OKT,2018,,,,
DORNAVA,16.0,15.0,31.0,13.0,75.0,OKT,2018,,,,
DRAVOGRAD,75.0,90.0,86.0,40.0,291.0,OKT,2018,,,,
DUPLEK,65.0,85.0,70.0,38.0,258.0,OKT,2018,,,,
GORENJA VAS-POLJANE,28.0,33.0,32.0,18.0,111.0,OKT,2018,,,,
GORIŠNICA,22.0,31.0,48.0,17.0,118.0,OKT,2018,,,,
GORJE,15.0,17.0,25.0,10.0,67.0,OKT,2018,,,,
GORNJA RADGONA,121.0,121.0,91.0,60.0,393.0,OKT,2018,,,,
GORNJI GRAD,14.0,28.0,21.0,13.0,76.0,OKT,2018,,,,
GORNJI PETROVCI,36.0,19.0,9.0,13.0,77.0,OKT,2018,,,,
GRAD,31.0,17.0,13.0,10.0,71.0,OKT,2018,,,,
GROSUPLJE,294.0,171.0,153.0,102.0,720.0,OKT,2018,,,,
HAJDINA,16.0,18.0,41.0,14.0,89.0,OKT,2018,,,,
HOČE-SLIVNICA,116.0,141.0,143.0,86.0,486.0,OKT,2018,,,,
HODOŠ,8.0,4.0,1.0,1.0,14.0,OKT,2018,,,,
HORJUL,6.0,12.0,20.0,13.0,51.0,OKT,2018,,,,
HRASTNIK,155.0,135.0,99.0,63.0,452.0,OKT,2018,,,,
HRPELJE-KOZINA,42.0,43.0,31.0,21.0,137.0,OKT,2018,,,,
IDRIJA,67.0,57.0,64.0,54.0,242.0,OKT,2018,,,,
IG,43.0,54.0,58.0,36.0,191.0,OKT,2018,,,,
ILIRSKA BISTRICA,119.0,128.0,96.0,71.0,414.0,OKT,2018,,,,
IVANČNA GORICA,121.0,131.0,127.0,71.0,450.0,OKT,2018,,,,
IZOLA,186.0,150.0,133.0,79.0,548.0,OKT,2018,,,,
JESENICE,178.0,168.0,133.0,66.0,545.0,OKT,2018,,,,
